Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Price / International,Compare At Price / International,Status
soldering-wire-ft,Soldering Wire Ft,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWSF,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,45.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWSF.png,,,45.00,45.00,active
wire-75-mm-twin-speakeror-bell-wire,Wire 75 Mm Twin Speakeror Bell Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWT.75mm,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,50.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWT.75mm.png,,,50.00,50.00,active
twin-flat-wire,Twin Flat Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWT1.5mm,FALSE,,1 5 Mm Ft 22000 Per Roll,,,,,,0.0,kg,shopify,100,deny,manual,70.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWT1.5mm.png,,,70.00,70.00,active
twin-flat-wire,Twin Flat Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWT2.5,FALSE,,2 5 Mm Ft 24500 Per Roll,,,,,,0.0,kg,shopify,100,deny,manual,95.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWT2.5.png,,,95.00,95.00,active
twin-flat-wire,Twin Flat Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWTE1.5,FALSE,,1 5 Mm With Earth Ft 25000 Per Roll,,,,,,0.0,kg,shopify,100,deny,manual,100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWTE1.5.png,,,100.00,100.00,active
twin-flat-wire,Twin Flat Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWTE2.5,FALSE,,2 5 Mm With Earth Ft 29700 Per Roll,,,,,,0.0,kg,shopify,100,deny,manual,110.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWTE2.5.png,,,110.00,110.00,active
telephone-wire,Telephone Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWTP2P,FALSE,,2 Pair Ft,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWTP2P.png,,,30.00,30.00,active
telephone-wire,Telephone Wire,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWTP3P,FALSE,,3 Pair Ft,,,,,,0.0,kg,shopify,100,deny,manual,40.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWTP3P.png,,,40.00,40.00,active
wire-antenna-ft,Wire Antenna Ft,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELWTV,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,50.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELWTV.png,,,50.00,50.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB1/4X1,FALSE,,1 4 X 1,,,,,,0.0,kg,shopify,100,deny,manual,7.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB1/4X1.png,,,7.00,7.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB1/4X11/2,FALSE,,1 4 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,10.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB1/4X11/2.png,,,10.00,10.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB1/4X3/4,FALSE,,1 4 X 3 4,,,,,,0.0,kg,shopify,100,deny,manual,7.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB1/4X3/4.png,,,7.00,7.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB12X6wN,FALSE,,1 2 X 6 W Nut,,,,,,0.0,kg,shopify,100,deny,manual,90.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB12X6wN.png,,,90.00,90.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB14X2,FALSE,,1 4 X 2,,,,,,0.0,kg,shopify,100,deny,manual,15.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB14X2.png,,,15.00,15.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB3/8X1,FALSE,,3 8 X 1,,,,,,0.0,kg,shopify,100,deny,manual,20.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB3/8X1.png,,,20.00,20.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB3/8x11/2,FALSE,,3 8 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB3/8x11/2.png,,,35.00,35.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB3/8X2,FALSE,,3 8 X 2,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB3/8X2.png,,,30.00,30.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB5/16X1,FALSE,,5 16 X 1,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB5/16X1.png,,,30.00,30.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB5/16X11/2,FALSE,,5 16 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB5/16X11/2.png,,,35.00,35.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB5/16X2,FALSE,,5 16 X 2,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB5/16X2.png,,,25.00,25.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB6X16MM,FALSE,,6 X 16 Mm,,,,,,0.0,kg,shopify,100,deny,manual,15.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB6X16MM.png,,,15.00,15.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB6X25MM,FALSE,,6 X 25 Mm,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB6X25MM.png,,,25.00,25.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB6X30MM,FALSE,,6 X 30 Mm,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB6X30MM.png,,,30.00,30.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB6X40MM,FALSE,,6 X 40 Mm,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB6X40MM.png,,,30.00,30.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB7/16X112,FALSE,,7 16 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB7/16X112.png,,,35.00,35.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB8X100MM,FALSE,,8 X 100 Mm,,,,,,0.0,kg,shopify,100,deny,manual,140.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB8X100MM.png,,,140.00,140.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB8X20MM,FALSE,,8 X 20 Mm,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB8X20MM.png,,,35.00,35.00,active
bolt,Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTB8X40MM,FALSE,,8 X 40 Mm,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTB8X40MM.png,,,35.00,35.00,active
centre-bolt-for-trucks,Centre Bolt For Trucks,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBCB1/2,FALSE,,1 2 X 10,,,,,,0.0,kg,shopify,100,deny,manual,1500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBCB1/2.png,,,1500.00,1500.00,active
centre-bolt-for-trucks,Centre Bolt For Trucks,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBCB5/8,FALSE,,5 8 X 12,,,,,,0.0,kg,shopify,100,deny,manual,1950.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBCB5/8.png,,,1950.00,1950.00,active
centre-bolt-for-trucks,Centre Bolt For Trucks,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBCB7/16,FALSE,,7 16 X 10,,,,,,0.0,kg,shopify,100,deny,manual,1000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBCB7/16.png,,,1000.00,1000.00,active
chain-link-fence-bolts,Chain Link Fence Bolts,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBCH,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,15.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBCH.png,,,15.00,15.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL14X1,FALSE,,1 4 X 1,,,,,,0.0,kg,shopify,100,deny,manual,10.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL14X1.png,,,10.00,10.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL14X112,FALSE,,1 4 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,15.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL14X112.png,,,15.00,15.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL14X2,FALSE,,1 4 X 2,,,,,,0.0,kg,shopify,100,deny,manual,20.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL14X2.png,,,20.00,20.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL14X3,FALSE,,1 4 X 3,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL14X3.png,,,25.00,25.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL3/8X4,FALSE,,3 8 X 4,,,,,,0.0,kg,shopify,100,deny,manual,0.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL3/8X4.png,,,0.00,0.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL38X112,FALSE,,3 8 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL38X112.png,,,25.00,25.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL38X2,FALSE,,3 8 X 2,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL38X2.png,,,30.00,30.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL38X212,FALSE,,3 8 X 21 2,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL38X212.png,,,30.00,30.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL38X4,FALSE,,3 8 X 4,,,,,,0.0,kg,shopify,100,deny,manual,45.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL38X4.png,,,45.00,45.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL516X112,FALSE,,5 16 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,15.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL516X112.png,,,15.00,15.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL516X2,FALSE,,5 16 X 2,,,,,,0.0,kg,shopify,100,deny,manual,20.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL516X2.png,,,20.00,20.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL516X212,FALSE,,5 16 X 21 2,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL516X212.png,,,25.00,25.00,active
log-bolt,Log Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBL516X4,FALSE,,5 16 X 4,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBL516X4.png,,,25.00,25.00,active
barb-wire-staples,Barb Wire Staples,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBWSL,FALSE,,Large,,,,,,0.0,kg,shopify,100,deny,manual,280.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBWSL.png,,,280.00,280.00,active
barb-wire-staples,Barb Wire Staples,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTBWSS,FALSE,,Small,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTBWSS.png,,,300.00,300.00,active
tie-strap-cable-ties,Tie Strap Cable Ties,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTCTL,FALSE,,Large,,,,,,0.0,kg,shopify,100,deny,manual,25.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTCTL.png,,,25.00,25.00,active
tie-strap-cable-ties,Tie Strap Cable Ties,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTCTM,FALSE,,Medium,,,,,,0.0,kg,shopify,100,deny,manual,20.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTCTM.png,,,20.00,20.00,active
tie-strap-cable-ties,Tie Strap Cable Ties,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTCTS,FALSE,,Small,,,,,,0.0,kg,shopify,100,deny,manual,10.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTCTS.png,,,10.00,10.00,active
furniture-tacks-pk,Furniture Tacks Pk,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTFT,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTFT.png,,,300.00,300.00,active
galvonized-nut-and-bolt-for-chain-link-fence-11-4-x,Galvonized Nut And Bolt For Chain Link Fence 11 4 X,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNBGCLF114x5/16,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNBGCLF114x5/16.png,,,100.00,100.00,active
concrete-nails,Concrete Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNC1,FALSE,,1,,,,,,0.0,kg,shopify,100,deny,manual,370.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNC1.png,,,370.00,370.00,active
concrete-nails,Concrete Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNC1.5,FALSE,,1 5,,,,,,0.0,kg,shopify,100,deny,manual,370.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNC1.5.png,,,370.00,370.00,active
concrete-nails,Concrete Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNC2,FALSE,,2,,,,,,0.0,kg,shopify,100,deny,manual,370.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNC2.png,,,370.00,370.00,active
concrete-nails,Concrete Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNC2.5,FALSE,,2 5,,,,,,0.0,kg,shopify,100,deny,manual,370.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNC2.5.png,,,370.00,370.00,active
concrete-nails,Concrete Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNC3,FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,370.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNC3.png,,,370.00,370.00,active
concrete-nails,Concrete Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNC4,FALSE,,4,,,,,,0.0,kg,shopify,100,deny,manual,400.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNC4.png,,,400.00,400.00,active
decra-tile-roof-nails,Decra Tile Roof Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTND,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,520.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTND.png,,,520.00,520.00,active
finishing-nails,Finishing Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNF1,FALSE,,1 Brads,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNF1.png,,,300.00,300.00,active
finishing-nails,Finishing Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNF1.5,FALSE,,1 5,,,,,,0.0,kg,shopify,100,deny,manual,280.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNF1.5.png,,,280.00,280.00,active
finishing-nails,Finishing Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNF2,FALSE,,2,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNF2.png,,,300.00,300.00,active
finishing-nails,Finishing Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNF2.5,FALSE,,2 5,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNF2.5.png,,,300.00,300.00,active
finishing-nails,Finishing Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNF3'',FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNF3''.png,,,300.00,300.00,active
galvanized-nails,Galvanized Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNG2,FALSE,,2,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNG2.png,,,350.00,350.00,active
galvanized-nails,Galvanized Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNG2.5,FALSE,,2 5,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNG2.5.png,,,350.00,350.00,active
galvanized-nails,Galvanized Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNG3,FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNG3.png,,,350.00,350.00,active
galvanized-nails,Galvanized Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNG4,FALSE,,4,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNG4.png,,,350.00,350.00,active
head-nail,Head Nail,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNH1.5,FALSE,,1 5,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNH1.5.png,,,250.00,250.00,active
head-nail,Head Nail,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNH2,FALSE,,2,,,,,,0.0,kg,shopify,100,deny,manual,220.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNH2.png,,,220.00,220.00,active
head-nail,Head Nail,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNH4,FALSE,,4,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNH4.png,,,300.00,300.00,active
head-nails,Head Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNH1,FALSE,,1,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNH1.png,,,250.00,250.00,active
head-nails,Head Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNH3,FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,220.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNH3.png,,,220.00,220.00,active
head-nails,Head Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNH2.5,FALSE,,2 5,,,,,,0.0,kg,shopify,100,deny,manual,220.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNH2.5.png,,,220.00,220.00,active
nut,Nut,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNUT1/4,FALSE,,1 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNUT1/4.png,,,5.00,5.00,active
nut,Nut,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNUT3/8,FALSE,,3 8,,,,,,0.0,kg,shopify,100,deny,manual,10.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNUT3/8.png,,,10.00,10.00,active
nut,Nut,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNUT5/16,FALSE,,5 16,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNUT5/16.png,,,5.00,5.00,active
nut,Nut,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNUT6MM,FALSE,,6 Mm,,,,,,0.0,kg,shopify,100,deny,manual,10.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNUT6MM.png,,,10.00,10.00,active
nut,Nut,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNUT7/16,FALSE,,7 16,,,,,,0.0,kg,shopify,100,deny,manual,15.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNUT7/16.png,,,15.00,15.00,active
nut,Nut,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNUT8MM,FALSE,,8 Mm,,,,,,0.0,kg,shopify,100,deny,manual,15.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNUT8MM.png,,,15.00,15.00,active
zinc-nails,Zinc Nails,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTNZ,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,370.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTNZ.png,,,370.00,370.00,active
rivets-1-8,Rivets 1 8,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTR18,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTR18.png,,,5.00,5.00,active
rawl-bolt,Rawl Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTRB.25X2,FALSE,,1 4 X 2,,,,,,0.0,kg,shopify,100,deny,manual,65.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTRB.25X2.png,,,65.00,65.00,active
m-6-rawl-bolt,M 6 Rawl Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTRB.25X2.5,FALSE,,1 4 X 2 5 M 6,,,,,,0.0,kg,shopify,100,deny,manual,65.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTRB.25X2.5.png,,,65.00,65.00,active
m-10-rawl-bolt,M 10 Rawl Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTRB.38x3,FALSE,,38 X 3 M 10,,,,,,0.0,kg,shopify,100,deny,manual,150.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTRB.38x3.png,,,150.00,150.00,active
m-12-rawl-bolt,M 12 Rawl Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTRB.5x4,FALSE,,5 X 4 M 12,,,,,,0.0,kg,shopify,100,deny,manual,180.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTRB.5x4.png,,,180.00,180.00,active
